idcarrera,idcohorte,linea_formativa,propuesta,carrera,carrera_siglas,tipo,cohorte_anio,anio,idsede,ifda,ifda_siglas,departamento,iddepartamento,inscriptos,aceptados,aprobados_mi,inician_cursada_seminario,cursantes_t3,cursando_hoy,egresados_intermedio,egresados,aprobados_mi2,tiene_egresados,tiene_egresados_inter,ingresantes
54,124,Formación docente complementaria,Formación Pedagógica para la Formación Docente Superior para la Educación Inicial y Primaria,Formación Pedagógica para la Formación Docente Superior para la Educación Inicial y Primaria,FORM_SUPFD_INIPRI,Formación pedagógica (profesorado),2019,2019,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,37,16,6,0,6,0,0,0,0,1,0,6
38,108,Formación docente complementaria,Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base),Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base),PROFSEC_GEOG,Profesorado,2019,2019,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,2,,,0,0,0,0,0,0,1,0,0
42,112,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF,Profesorado,2019,2019,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,66,13,8,0,8,0,0,0,0,1,0,8
42,112,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF,Profesorado,2019,2020,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,8,0,0,0,0,1,0,0
98,99,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS19,Trayecto,2019,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,61,29,27,0,27,0,0,0,0,0,1,27
98,99,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS19,Trayecto,2019,2020,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,20,0,20,0,0,0,1,0
98,99,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS19,Trayecto,2019,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,19,0,2,0,0,0,1,0
98,99,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS19,Trayecto,2019,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,0,1,0
53,123,Formación docente complementaria,Formación Pedagógica para la Educación Técnica Superior,Formación Pedagógica para la Educación Técnica Superior,FORM_SUPTEC,Formación pedagógica (profesorado),2019,2019,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,48,25,18,0,18,0,0,0,0,1,0,18
53,123,Formación docente complementaria,Formación Pedagógica para la Educación Técnica Superior,Formación Pedagógica para la Educación Técnica Superior,FORM_SUPTEC,Formación pedagógica (profesorado),2019,2020,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,18,0,0,18,0,1,0,0
52,122,Formación docente complementaria,Formación Pedagógica para la Educación Secundaria,Formación Pedagógica para la Educación Secundaria,FORM_SEC,Formación pedagógica (profesorado),2019,2019,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,294,130,79,0,79,0,0,0,0,1,0,79
40,110,Formación docente complementaria,Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),PROFSEC_LENGYLIT,Profesorado,2019,2019,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,34,9,7,0,7,0,0,0,0,1,0,7
19,104,Formación de docentes de las modalidades del sistema educativo,Educación de Jóvenes y Adultos,Actualización Académica en Educación de Jóvenes y Adultos,ADULTOS_ACT,Trayecto,2019,2019,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,217,115,61,0,60,0,0,0,0,1,0,61
19,104,Formación de docentes de las modalidades del sistema educativo,Educación de Jóvenes y Adultos,Actualización Académica en Educación de Jóvenes y Adultos,ADULTOS_ACT,Trayecto,2019,2020,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,56,0,0,43,0,1,0,0
98,99,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS19,Trayecto,2019,2021,11,Escuela Normal Superior Dr. Agustín Garzón Agulla,ENSAGULLA,Capital,26,,,,0,43,0,6,0,0,0,1,0
39,109,Formación docente complementaria,Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),PROFSEC_HIS,Profesorado,2019,2019,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,25,1,1,0,1,0,0,0,0,1,0,1
42,112,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF,Profesorado,2019,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,10,2,2,0,2,0,0,0,0,1,0,2
70,126,Formación de docentes del nivel de educación secundaria,Acompañamiento a las Trayectorias Escolares en la Educación Secundaria,Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria,ATES_ACT,Trayecto,2019,2019,11,Escuela Normal Superior Dr. Agustín Garzón Agulla,ENSAGULLA,Capital,26,157,70,35,0,33,0,0,0,0,1,0,35
70,126,Formación de docentes del nivel de educación secundaria,Acompañamiento a las Trayectorias Escolares en la Educación Secundaria,Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria,ATES_ACT,Trayecto,2019,2020,11,Escuela Normal Superior Dr. Agustín Garzón Agulla,ENSAGULLA,Capital,26,,,,0,25,0,0,19,0,1,0,0
70,126,Formación de docentes del nivel de educación secundaria,Acompañamiento a las Trayectorias Escolares en la Educación Secundaria,Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria,ATES_ACT,Trayecto,2019,2021,11,Escuela Normal Superior Dr. Agustín Garzón Agulla,ENSAGULLA,Capital,26,,,,0,4,0,0,4,0,1,0,0
36,106,Formación docente complementaria,Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),PROFSEC_BIOL,Profesorado,2019,2019,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,66,28,23,0,23,0,0,0,0,1,0,23
69,125,Formación de docentes del nivel de educación secundaria,Acompañamiento a las Trayectorias Escolares en la Educación Secundaria,Formación Pedagógica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria,FORM_ATES,Formación pedagógica (postítulo),2019,2019,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,14,5,2,0,2,0,0,0,0,1,0,2
15,101,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,MATEMATICA_ESP,Trayecto,2019,2020,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,20,0,21,0,0,0,1,0
15,101,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,MATEMATICA_ESP,Trayecto,2019,2021,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,19,0,0,0,0,0,1,0
15,101,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,MATEMATICA_ESP,Trayecto,2019,2022,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,0,0,0,0,0,0,1,0
70,126,Formación de docentes del nivel de educación secundaria,Acompañamiento a las Trayectorias Escolares en la Educación Secundaria,Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria,ATES_ACT,Trayecto,2019,2019,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,36,18,11,0,9,0,0,0,0,1,0,11
70,126,Formación de docentes del nivel de educación secundaria,Acompañamiento a las Trayectorias Escolares en la Educación Secundaria,Actualización Académica Acompañamiento a las Trayectorias Escolares en la Educación Secundaria,ATES_ACT,Trayecto,2019,2020,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,8,0,0,6,0,1,0,0
19,104,Formación de docentes de las modalidades del sistema educativo,Educación de Jóvenes y Adultos,Actualización Académica en Educación de Jóvenes y Adultos,ADULTOS_ACT,Trayecto,2019,2021,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,7,0,0,5,0,1,0,0
16,100,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2019,2020,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,41,0,44,0,0,0,1,0
16,100,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2019,2021,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,39,0,4,0,0,0,1,0
16,100,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2019,2022,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,0,0,0,0,0,0,1,0
14,103,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,NATURALES_ESP,Trayecto,2019,2019,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,67,43,11,0,8,0,0,0,0,0,1,11
14,103,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,NATURALES_ESP,Trayecto,2019,2020,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,10,0,9,0,0,0,1,0
14,103,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,NATURALES_ESP,Trayecto,2019,2021,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,9,0,1,0,0,0,1,0
98,99,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS19,Trayecto,2019,2019,12,Conservatorio Superior de Música Juan José Castro,CCASTRO,Tercero Arriba,22,17,,,0,0,0,0,0,0,0,1,0
50,120,Formación docente complementaria,Profesorado de Educación Superior en Química,Profesorado de Educación Superior en Química,PROFSUP_QUIM,Profesorado,2019,2019,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,12,9,4,0,4,0,0,0,0,1,0,4
98,99,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS19,Trayecto,2019,2019,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,27,,,0,0,0,0,0,0,0,1,0
35,105,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT,Profesorado,2019,2019,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,9,6,6,0,6,0,0,0,0,1,0,6
35,105,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT,Profesorado,2019,2020,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,6,0,0,0,0,1,0,0
35,105,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT,Profesorado,2019,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,6,0,0,6,0,1,0,0
98,99,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS19,Trayecto,2019,2022,11,Escuela Normal Superior Dr. Agustín Garzón Agulla,ENSAGULLA,Capital,26,,,,0,0,0,0,0,0,0,1,0
16,100,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2019,2019,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,17,,,0,0,0,0,0,0,0,1,0
49,119,Formación docente complementaria,Profesorado de Educación Superior en Matemática,Profesorado de Educación Superior en Matemática,PROFSUP_MAT,Profesorado,2019,2019,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,21,9,6,0,6,0,0,0,0,1,0,6
49,119,Formación docente complementaria,Profesorado de Educación Superior en Matemática,Profesorado de Educación Superior en Matemática,PROFSUP_MAT,Profesorado,2019,2020,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,5,0,0,3,0,1,0,0
98,99,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS19,Trayecto,2019,2019,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,23,,,0,0,0,0,0,0,0,1,0
52,122,Formación docente complementaria,Formación Pedagógica para la Educación Secundaria,Formación Pedagógica para la Educación Secundaria,FORM_SEC,Formación pedagógica (profesorado),2019,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,55,23,14,0,14,0,0,0,0,1,0,14
52,122,Formación docente complementaria,Formación Pedagógica para la Educación Secundaria,Formación Pedagógica para la Educación Secundaria,FORM_SEC,Formación pedagógica (profesorado),2019,2020,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,79,0,0,77,0,1,0,0
